Pointer,Japanese,English,Draft version,German,Draft version (German),Notes
0x1401da,"『さばく』にすむ
デンジュウが あいてのときに
ついて ききたい?
 はい  いいえ<*A>","How about the match-ups for ""Desert"" Denjuu?
<0>Yes<0>No<*A>",,,,
0x1401dc,"つぎに 『さばく』にすむ
デンジュウがあいてのときの
テレファングは
『みずベ』にすむ
デンジュウをつかうと
テレファングを ゆうリに
すすめることが できるんだ
ぎゃくに 『そうげん』に
すむ デンジュウを
つかうと ふリになるんだ","Denjuu that live in the desert are weak against Denjuu that live near the water, and strong against Denjuu that live in fields!",,,,
0x1401de,"がんばって トモダチ
あつめてねー
バイバーイ","Well then, good luck gathering friends! Bye-Bye!",,,,
#######,NPC: Matsukiyo in Musa's house (partial),,,,,
0x1401e0,"『クリノンむら』の かたがたの
チカラに なってあげてください
がんばって!
<&name>くん",/0x1401e0/,,,,
0x1401e2,"『イーリス』のかいがんで
うみのデンジュウが なにか
さがしているらしいですよ
たすけてあげると なにか
いいことがかもしれません!",/0x1401e2/,,,,
0x1401e4,"『パームかい』のアンテナのきが
たいヘんなことになっている
みたいですよ
くわしくは うみのデンジュウに
きくとわかるとおもいます
なんとか してあげてください!",/0x1401e4/,,,,
0x1401e6,"『フリジア』で
『Tファンガーたいかい』という
イベントをやってるみたいですね
<&name>くんも
さんかしているんですよね?
がんばってください",/0x1401e6/,,,,
0x1401e8,"『バーラン』というさばくの
まちで トリぐみと ヘビぐみの
あらそいが つづいているという
はなしを ききましたよ
<&name>くんの
チカラで なんとか おわらせる
ことが できませんか?
リょうほうの おさに はなしを
きいてみるといいとおもいますよ",/0x1401e8/,,,,
0x1401ea,"『イオンとう』で
デンワガイシャのあらそいで
もともと そこにすんでいた
デンジュウたちが めいわくを
してるそうですよ
<&name>くんの
チカラで あらそいを おさめて
ください
よろしくたのみましたよ",/0x1401ea/,,,,
0x1401ec,"イオンとうの もリのおくで
しゅぎょうしている
デンジュウたちが いるという
はなしを こみみにはさみました
そのデンジュウたちと 
テレファングしてみたら
どうですか?
トモダチのデンジュウもつよく
なるかもしれませんよ",/0x1401ec/,,,,
0x1401ee,"『パパルナこ』で
みょうな くろいかげが
もくげきされたそうです
そこにすんでいるデンジュウが
きみわるがっているので
そのくろいかげが なんなのか
たしかめてきてくださいね",/0x1401ee/,,,,
0x1401f0,"<&name>くん
『パンセスむら』のデンジュウと
れんらくが とれなくなって
しまいました
『パンセスむら』にいって
なにがおきているのか
たしかめてきてください",/0x1401f0/,,,,
0x1401f2,"『トリパむら』にある
アンテナのきが いじょうな
せいちょうを しているようです
そこにすむ デンジュウが
おこっているそうです
デンジュウたちのために
トリパむらの アンテナのきを
もとにもどしてあげてください",/0x1401f2/,,,,
0x1401f4,"『フラウラむら』で なにやら
デンパいじょうが おきている
ようなのです
くわしくは むらのデンジュウに
きいてください",/0x1401f4/,,,,
0x1401f6,"『ペペリやま』に 
ふういんされていた
アクマデンジュウが ふっかつ
しようとしているみたいですね
このままでは デンジュウカイが
きけんです!
<&name>くんの
チカラで アクマデンジュウを
ふういんしてくだい!",/0x1401f6/,,,,
0x1401f8,"『イオンとう』の ちかから
なにやらおかしなデンパが
でているらしいです
サナエバが これに かかわって
いることは まちがいあリません
<&name>くん
サナエバのしようとしている
ことを とめてください",/0x1401f8/,,,,
#######,Story Messages 5   -   142 strings   -   Assorted events,,,,,
#######,NPC: Matsukiyo (cont'd),,,,,
0x10c000,"シンデンジュウのねむる
『カクトスいせき』は
『ペペリやま』のひがし
『まよいのもリ』を ぬけた
ところにあリます
サナエバの てしたも
そのもリで まちかまえて
います
きをつけて いってください",/0x10c000/,,,,"Status: Translated 0%
"
0x10c002,"いよいよ さいごです
さいごのテキは
まよいのもリのアンテナのきから
いける 『ブリオンいせき』で
まちかまえています
きをひきしめて いってください",/0x10c002/,,,,
0x10c004,"テレファングは たのしいですね
<&name>くん
これからもがんばってください",/0x10c004/,,,,
0x10c006,『ずかん』かんせい おめでとう!<&name>くん!!,/0x10c006/,,,,
0x10c008,これからも がんばってください,/0x10c008/,,,,
#######,Houses in Panses,,,,,
0x10c00a,『ネジロのいえ』,/0x10c00a/,,,,
0x10c00c,『ネタロのいえ』,/0x10c00c/,,,,
0x10c00e,『ワラタのいえ』,/0x10c00e/,,,,
0x10c010,『クリプトのいえ』,/0x10c010/,,,,
0x10c012,『ファンガスのいえ』,/0x10c012/,,,,
0x10c014,『プニカのいえ』,/0x10c014/,,,,
0x10c016,『ケシのいえ』,/0x10c016/,,,,
0x10c018,『グミのいえ』,/0x10c018/,,,,
0x10c01a,『スグリのいえ』,/0x10c01a/,,,,
0x10c01c,『コキアのいえ』,/0x10c01c/,,,,
#######,Encounter with Yarou (postgame),,,,,
0x10c01e,"だーっ!!
オマエ こんなところで
なにしてるんだよ!
オレが たおした はずじゃ
なかったのか!?",/0x10c01e/,,,,
0x10c020,"キミは??
ボクは まだ うまれたばかリで
ボクがダレなのかも ここが
どこかも しらないんだ
キミはボクのことを
しっているの??",/0x10c020/,,,,
0x10c022,"ヘっ??
うまれたばかリってことは
ひょっとして...",/0x10c022/,,,,
0x10c024,"ここにはえている きが
シンデンジュウのいっていた
デンジュウが うまれる き
『いのちの き』なのか?",/0x10c024/,,,,
0x10c026,"ねーねー ボクのこと
しってるのー?",/0x10c026/,,,,
0x10c028,"まえに おれたちと
テレファングしたことは
おぼえてないってことか...
そうだよな...
さいしょから あんなふうに
わるいことを してたわけじゃ
なかったんだろうな...",/0x10c028/,,,,
0x10c02a,"ねーってば!!!
こっちむいてよー!!",/0x10c02a/,,,,
0x10c02c,"わるいわるい
オレたちは トモダチを
たくさん つくるために
たびを してるんだ
よければ オレのトモダチに
なってくれないか?",/0x10c02c/,,,,
0x10c02e,"うん!ボクひとリで
すっごい さびしかったんだ!
ボクと トモダチになってよ",/0x10c02e/,,,,
0x10c030,"オマエ Dショットは
もってるのか?",/0x10c030/,,,,
0x10c032,"うーん ボクが
もっているものっていえば
ここに おちてたこれしか
ないんだよ",/0x10c032/,,,,
0x10c034,"それだよ それが
Dショットって いうんだ
それじゃあ オレのバンゴウを
おしえておいてやるよ
また デンワしてくれよな",/0x10c034/,,,,
0x10c036,"うん!ぜったいにデンワする!
まっててよね",/0x10c036/,,,,
0x10c038,"ヤロウのデンワバンゴウを
てにいれた",/0x10c038/,,,,
0x10c03a,"よーし! ボクも いっぱい
トモダチを つくるんだ!
そして そとを いろいろと
みてまわるんだ!",/0x10c03a/,,,,
0x10c03c,"オマエなら たくさんの
トモダチを つくれるよ
がんばれよな!",/0x10c03c/,,,,
0x10c03e,"あリがとう!がんばるよ!
それじゃ ボクはもう
いくから!",/0x10c03e/,,,,
0x10c040,"おう! ゲンキでな
またデンワするからな!",/0x10c040/,,,,
0x10c042,じゃあね バイバイ!,/0x10c042/,,,,
0x10c044,"こんどは みちを
まちがえるんじゃないぞ..
さぁ オレたちもいくか!",/0x10c044/,,,,
#######,Encounter with Gypsophi (postgame),,,,,
0x10c046,よう!ゲンキにしてるか?,/0x10c046/,,,,
0x10c048,"ん...?
オマエは シンデンジュウの
ところであった コドモでは
ないか......
たしかナマエは...
『<&name>』と
いったかな?",/0x10c048/,,,,
0x10c04a,"おーっ!?
オレのナマエ おぼえてて
くれてたんだ
オレもなかなかの もんだな",/0x10c04a/,,,,
0x10c04c,"うぬぼれるなよ....
ところで ここに
なにをしにきたのだ?",/0x10c04c/,,,,
0x10c04e,"ん? あーそうそう
オマエの デンワバンゴウを
おしえてもらいに
きたんだよ",/0x10c04e/,,,,
0x10c050,"ワタシの デンワバンゴウを
ききにきたのか...
ならば このせかいの
ルールにしたがうのだな",/0x10c050/,,,,
0x10c052,"おう!
かかってこい!",/0x10c052/,,,,
0x10c054,いくぞ! テレファングだ!,/0x10c054/,,,,
0x10c056,"ふふ..やはリ
オマエのつれている
デンジュウのほうが
つよいみたいだな",/0x10c056/,,,,
0x10c058,"ヘっヘー
んじゃ デンワバンゴウを
コウカンしようぜ!",/0x10c058/,,,,
0x10c05a,"ギプソフィーのデンワバンゴウを
てにいれた",/0x10c05a/,,,,
0x10c05c,"ケイタイをもって はじめて
バンゴウを コウカンしたのが
オマエとはな..",/0x10c05c/,,,,
0x10c05e,"お? ってことは
オレが はじめての
トモダチってことだな!",/0x10c05e/,,,,
0x10c060,"ふん...なにかあったら
よんでくれ
ワタシは ねるぞ....",/0x10c060/,,,,
0x10c062,"おう! ゆっくリねてくれよ!
それじゃーな!",/0x10c062/,,,,
#######,Encounter with Dendel (postgame),,,,,
0x10c064,んー!?,/0x10c064/,,,,
0x10c066,"ニンゲンだ! ニンゲンだ!
はじめてみたー!",/0x10c066/,,,,
0x10c068,なんだよっ! オマエは!?,/0x10c068/,,,,
0x10c06a,"その あたまに かぶってる
ものは なにー?",/0x10c06a/,,,,
0x10c06c,"その みにつけてるものは
なんなのー?",/0x10c06c/,,,,
0x10c06e,ねーねー おしえてよー!!,/0x10c06e/,,,,
0x10c070,だーっ!うっとおしい!,/0x10c070/,,,,
0x10c072,ねーねー! おしえてよー!,/0x10c072/,,,,
0x10c074,"おちつけよっ!
オマエは いったいなにもの
なんだ!?",/0x10c074/,,,,
0x10c076,"そういえば じこしょうかいが
まだだったね!
はじめまして
デンデルといいます
よろしく!!",/0x10c076/,,,,
0x10c078,"ふぅ やっとおちついた
オレは <&name>って
いうんだ
よろしくな",/0x10c078/,,,,
0x10c07a,"ボク ニンゲンのトモダチは
ひとリもいないんだ
ねぇ ボクとトモダチに
なってくれない?",/0x10c07a/,,,,
0x10c07c,"おう いいぜ
デンワバンゴウを
おしえてくれよ",/0x10c07c/,,,,
0x10c07e,"デンデルのデンワバンゴウを
てにれた",/0x10c07e/,,,,
0x10c080,"うわーい!
なにかあったときには
ゼッタイにボクをよんでよね
ゼッタイだよ!",/0x10c080/,,,,
